在职总月数,每月平均使用分钟数,平均未接语音呼叫数,是否流失
9,208,35,0
13,685,16,0
19,63,4,0
13,146,0,0
29,131,11,0
11,63,0,0
20,353,5,1
12,122,3,0
7,1037,92,0
17,202,2,0
10,117,2,0
9,468,9,0
17,615,51,0
26,168,23,1
14,178,0,1
14,381,22,0
11,318,11,1
25,58,4,0
8,187,6,0
10,64,0,0
11,71,3,1
20,0,0,1
11,393,0,0
13,348,12,1
18,390,16,1
43,182,8,0
19,1141,70,1
35,197,4,1
17,662,43,0
10,447,17,1
12,17,0,0
20,904,19,1
12,114,11,0
12,243,29,1
7,98,2,0
7,660,46,0
15,162,4,1
7,318,13,1
37,305,10,1
28,632,38,1
13,1586,54,0
11,542,13,0
25,1307,108,1
11,751,47,1
11,1013,69,1
9,571,48,0
17,406,17,0
22,279,17,0
21,292,24,1
11,600,23,1
15,776,5,0
22,100,1,1
31,197,3,1
31,1045,32,0
23,472,15,0
18,637,25,0
31,987,22,0
35,277,31,1
30,1039,24,1
28,981,9,1
25,52,7,1
14,810,51,0
34,227,26,1
17,863,58,1
13,754,34,1
31,8,1,0
23,1003,67,0
11,843,54,1
34,213,2,1
7,101,7,0
12,34,2,1
12,241,27,0
17,907,25,1
21,26,2,1
16,148,2,0
36,451,13,0
24,238,3,0
18,734,22,1
12,2557,44,1
13,238,0,0
11,630,40,1
19,1030,42,1
21,83,2,0
22,414,46,1
11,79,0,1
27,87,0,1
44,465,35,0
22,393,11,1
9,1913,71,1
20,323,18,1
13,402,28,1
16,69,1,1
13,264,6,0
9,1229,94,0
12,778,31,1
32,330,6,0
25,147,17,1
26,72,6,0
20,847,0,1
16,986,44,1
13,280,9,0
19,243,0,1
35,326,16,1
16,184,4,1
18,75,5,1
7,168,3,0
11,809,22,1
12,1050,34,1
17,563,28,1
15,549,15,1
8,264,4,0
27,214,4,1
11,15,0,1
9,0,0,1
7,1101,125,0
34,140,5,1
14,12,0,1
14,63,5,0
14,517,19,1
19,340,40,0
10,714,48,0
12,626,26,1
8,646,23,0
11,541,0,1
36,47,0,1
37,538,14,0
11,148,4,1
11,882,50,0
37,372,34,0
15,1756,203,1
23,32,0,1
30,205,6,0
17,409,12,0
11,737,73,1
13,838,77,1
14,1809,73,0
27,131,9,1
8,37,0,0
34,190,9,0
27,75,3,1
23,490,12,0
11,258,7,1
12,153,0,1
25,123,1,0
23,910,14,1
11,63,1,0
11,108,6,1
21,99,6,1
25,3325,81,0
30,75,7,1
30,28,1,0
11,555,12,0
26,309,12,1
26,752,22,0
26,116,8,1
10,1419,0,1
10,2375,73,0
36,962,10,1
26,786,4,1
18,380,39,1
29,1322,45,1
14,402,159,1
16,1625,110,1
12,216,2,0
10,819,21,1
24,1298,68,1
12,399,72,0
16,699,11,1
10,83,0,1
15,51,0,1
27,115,11,1
20,332,5,0
41,1034,54,0
7,280,8,1
14,1025,17,1
27,100,3,0
11,114,5,0
14,863,54,1
12,389,21,1
19,301,9,1
9,976,56,0
14,1169,60,1
8,350,12,0
25,1555,69,0
9,4288,183,1
10,176,36,0
8,379,12,0
53,4,0,1
6,1091,121,0
13,903,18,1
7,450,34,1
11,326,9,0
13,191,11,1
40,787,38,1
9,296,27,0
11,955,45,0
24,57,6,0
21,127,16,1
33,1173,61,1
31,701,15,1
7,491,36,0
11,528,34,1
20,780,47,1
14,313,2,0
9,1319,70,1
18,345,25,0
15,1419,96,1
34,14,0,1
11,708,39,0
27,506,47,1
37,206,100,1
8,673,22,1
15,1188,88,0
15,277,4,1
16,678,53,1
27,50,3,0
11,424,22,1
24,1280,114,0
20,527,23,1
26,531,84,0
8,346,23,0
11,1066,90,1
14,521,4,1
29,201,26,0
14,250,8,0
21,631,21,0
7,29,3,0
29,802,10,1
12,342,3,1
17,1269,65,0
11,931,29,0
22,226,8,1
11,124,8,1
14,119,16,1
39,200,7,1
10,476,13,1
21,352,9,0
19,363,25,0
17,725,59,0
17,36,1,0
30,123,14,1
6,513,39,0
34,753,57,0
7,355,50,0
14,856,63,1
18,185,5,0
17,512,14,1
12,424,14,1
11,2289,105,1
12,143,0,1
24,96,11,1
8,2383,131,0
12,955,58,1
18,71,7,0
12,226,1,0
33,1434,137,1
20,915,72,0
20,1405,52,1
20,631,55,1
37,375,33,0
23,340,23,0
17,1478,120,0
16,49,8,1
13,115,3,1
18,295,18,1
23,215,12,1
28,183,13,1
15,227,42,0
11,679,22,1
19,280,18,1
22,484,42,1
14,205,10,1
12,244,10,1
27,268,8,1
24,111,7,1
10,391,21,1
31,2023,32,1
8,0,0,1
32,525,10,1
23,1083,39,1
16,1040,23,1
12,140,4,1
39,23,0,1
11,646,43,1
17,1188,43,0
34,1647,89,0
10,175,0,1
27,242,17,1
18,808,84,1
37,1440,23,0
18,271,17,0
11,1608,89,1
17,103,0,0
31,283,11,0
11,270,14,1
24,19,0,0
21,20,0,1
9,303,15,0
9,826,77,1
10,339,0,0
32,36,5,1
17,231,16,1
26,482,74,0
24,152,14,1
16,889,15,1
20,389,18,0
19,892,36,0
24,84,7,1
8,313,34,0
7,1899,153,0
8,103,27,0
25,30,7,1
15,763,55,1
7,678,52,0
22,1,0,0
16,96,6,0
21,99,13,0
27,26,1,0
25,1,0,0
12,990,115,1
7,429,45,0
24,542,52,1
7,505,25,0
10,651,18,1
13,339,19,1
10,580,8,0
16,320,32,1
7,285,4,0
11,251,11,1
16,122,0,1
20,648,27,1
13,174,11,1
13,322,22,0
11,469,19,1
15,305,32,0
8,2647,109,0
25,138,10,1
6,661,56,1
14,52,3,1
13,244,0,1
8,539,44,0
12,125,54,0
15,83,2,1
25,222,11,0
19,124,1,0
10,30,2,0
19,327,11,1
19,304,45,1
27,-1,0,1
14,960,17,1
16,1544,13,1
17,0,0,1
38,381,16,0
11,1121,80,1
6,44,0,1
15,734,8,1
9,1399,2,0
14,594,0,0
29,124,11,1
14,729,44,1
18,1387,80,0
10,252,0,0
23,6,1,0
19,482,4,1
17,301,9,0
22,102,4,1
9,590,23,0
32,333,8,0
13,41,0,1
41,305,19,0
29,153,4,0
8,166,22,1
8,1355,64,0
22,231,3,1
16,44,1,0
15,361,39,0
19,20,1,1
26,46,3,1
36,50,1,0
23,294,29,1
21,480,8,0
17,214,9,1
12,158,4,0
47,304,14,1
23,59,0,1
9,59,3,1
10,1012,30,0
11,23,3,1
6,271,17,0
10,2370,285,0
28,31,4,0
6,323,7,1
19,15,0,1
10,1180,66,0
13,478,31,1
9,117,3,1
13,1029,22,1
9,197,21,1
40,1438,276,0
10,698,60,1
10,963,55,0
7,372,22,0
12,534,25,1
10,159,5,0
8,18,1,0
12,679,41,1
12,930,18,1
24,290,7,1
16,108,4,0
22,1583,120,1
10,425,11,0
36,7,0,1
14,954,42,1
7,1121,36,0
18,428,23,1
13,632,38,1
40,740,46,1
22,4,0,1
7,668,29,0
20,3205,182,0
7,664,269,1
12,485,35,1
16,1027,40,0
20,407,26,1
17,297,8,1
15,1464,117,1
8,189,0,0
19,5,2,0
22,1878,79,1
9,307,15,0
25,3,1,0
12,55,9,1
36,2257,47,1
20,492,45,0
14,2424,333,1
29,1384,29,1
20,268,10,1
31,765,27,0
13,589,25,1
12,885,0,1
47,1942,74,0
37,537,16,0
9,239,25,0
28,126,16,1
19,88,18,1
48,841,31,1
9,445,10,0
14,655,17,0
14,1350,92,0
22,239,8,1
40,48,2,1
32,0,0,1
20,678,48,0
25,71,5,1
15,360,29,1
13,73,4,0
33,1319,26,0
7,1112,22,0
13,1641,41,1
9,207,16,1
32,723,42,0
10,1762,30,0
6,1950,18,0
16,852,122,1
19,232,26,1
32,650,30,0
10,725,36,1
21,15,5,1
18,112,13,1
19,205,3,1
19,78,4,0
20,195,10,0
10,349,29,0
30,186,12,1
14,299,19,0
10,486,20,1
12,257,0,1
12,109,11,0
21,183,8,1
18,1123,73,1
11,268,15,1
12,196,4,0
16,419,15,0
7,535,50,0
12,59,3,1
13,96,3,1
16,86,0,1
15,281,25,1
6,419,23,1
22,98,5,1
13,372,15,0
23,299,18,1
11,61,1,1
20,331,28,1
15,411,7,1
20,137,4,1
6,799,25,0
17,32,5,0
21,401,9,0
6,392,16,1
20,149,10,0
7,383,95,1
25,518,21,0
16,820,33,1
10,567,45,1
11,218,28,0
17,1111,81,1
26,390,15,0
21,65,8,1
10,350,17,1
20,109,24,1
12,330,22,1
12,277,28,0
8,43,0,1
10,635,27,1
50,458,51,0
36,2030,63,1
31,2970,121,1
9,443,19,0
21,1879,66,1
21,699,19,0
13,987,102,0
24,125,5,1
20,297,14,0
11,714,53,0
11,232,6,0
15,264,23,1
36,803,11,1
20,0,0,0
17,121,17,1
9,399,20,0
9,524,48,0
21,1540,62,1
22,77,0,0
11,63,5,1
12,911,92,1
17,48,4,1
9,135,29,1
25,338,13,1
22,168,30,1
26,123,10,1
21,135,3,1
12,258,13,1
23,2880,11,1
19,101,17,1
26,945,86,0
16,2461,35,0
43,63,5,1
32,1067,73,0
34,302,16,1
11,731,86,0
39,11,2,1
13,23,1,1
32,215,6,0
23,98,9,1
18,380,74,1
34,246,32,0
7,152,26,0
35,749,56,0
16,48,4,0
44,524,32,0
11,178,9,1
9,919,59,0
47,163,17,0
31,968,36,0
11,112,7,1
14,229,27,1
8,172,4,0
17,591,46,0
15,704,54,1
7,679,34,0
9,278,14,0
27,867,14,1
11,709,30,1
14,234,7,1
13,399,12,0
13,569,35,1
14,77,3,0
32,259,17,0
21,62,7,1
9,78,6,1
21,368,14,1
6,546,44,0
6,57,10,0
10,228,17,1
7,1298,48,0
7,52,4,1
17,1153,81,0
11,338,0,1
12,276,21,0
12,481,6,0
47,3,1,0
12,454,9,1
25,15,1,1
19,48,6,1
28,529,40,0
6,799,35,1
37,444,26,0
13,166,8,0
24,184,18,1
21,937,27,1
35,1218,101,1
17,115,9,1
15,281,2,0
32,1063,78,0
24,2,0,1
22,35,1,0
29,265,16,0
9,1033,150,0
13,751,62,0
32,848,26,1
12,405,24,1
7,1198,75,0
6,237,33,1
6,300,17,1
11,10,2,1
10,230,0,0
21,29,4,1
18,210,18,1
22,470,3,1
12,795,70,1
21,-1,0,1
17,304,8,1
12,288,25,1
19,222,42,0
23,348,24,0
10,205,7,1
21,371,17,0
23,1093,86,0
24,808,42,1
21,158,12,1
25,402,15,1
29,62,10,0
8,134,14,0
29,1546,61,1
10,1396,3,0
21,124,0,1
39,125,16,1
13,339,0,1
16,1150,92,1
14,831,74,1
19,1077,19,1
10,36,1,1
12,116,2,0
22,127,6,1
16,281,16,0
18,246,24,0
28,250,10,0
11,344,31,0
35,334,86,1
13,319,14,1
17,854,78,1
34,464,50,1
17,259,29,1
33,262,13,1
12,716,53,1
11,1416,58,0
8,363,46,0
18,1186,89,0
12,476,0,1
21,1023,63,1
26,42,3,0
26,382,14,1
18,1054,44,0
10,78,1,0
40,142,18,0
6,95,3,0
15,187,25,0
15,1864,30,1
9,0,0,1
21,3,0,0
17,1192,50,1
17,117,5,0
31,269,5,1
11,272,23,0
21,93,5,1
26,544,62,0
10,1299,0,0
20,1008,66,0
12,234,19,1
15,938,54,1
10,125,8,1
29,658,52,0
8,302,52,1
11,937,44,1
18,704,0,0
30,344,19,0
22,863,30,0
22,74,2,0
6,604,41,0
19,1033,38,1
11,794,0,0
12,202,10,1
15,320,12,0
23,530,46,0
24,228,4,1
32,630,2,1
13,52,14,0
23,66,2,0
19,614,51,0
52,187,10,0
16,801,17,0
45,3,0,0
21,620,23,0
16,516,11,1
30,363,0,0
24,197,26,1
24,294,19,0
12,653,0,1
9,190,0,1
13,265,28,1
27,438,15,0
33,168,14,1
7,114,11,1
31,274,2,0
36,1047,44,0
7,13,2,0
34,167,5,1
27,214,4,1
9,288,17,0
13,440,30,1
29,205,16,1
12,683,63,1
32,226,8,1
11,730,94,0
16,264,11,1
10,310,9,0
11,21,11,1
42,307,8,1
23,163,4,1
27,299,11,0
7,54,6,0
12,617,69,0
8,92,9,1
30,132,4,1
12,1534,153,0
26,571,31,0
15,14,0,1
11,39,0,1
19,457,36,1
20,436,25,1
23,995,41,1
15,289,25,1
10,7,2,0
12,306,22,1
8,251,0,0
12,809,83,1
15,401,10,0
9,155,0,0
58,971,42,0
31,163,9,0
32,376,28,0
19,57,13,1
21,183,21,0
12,648,43,1
18,331,14,1
21,536,11,0
33,452,24,1
16,77,11,1
14,119,9,0
20,3,2,1
12,347,34,1
22,213,18,1
25,97,6,1
14,2202,119,0
7,117,1,0
10,348,0,0
15,299,12,0
11,408,27,1
27,400,57,0
13,1196,19,1
9,506,18,0
19,183,24,1
9,5,0,1
11,100,16,1
8,313,37,0
30,761,42,1
26,53,8,1
21,834,6,0
16,536,17,1
7,816,27,0
32,555,27,1
7,114,2,0
11,309,8,0
36,856,0,1
29,95,3,1
18,398,64,1
7,94,1,1
27,198,12,0
22,200,30,0
17,203,21,0
22,784,26,0
9,178,6,0
12,27,0,1
9,771,221,0
7,1303,228,0
33,644,13,1
7,303,35,0
11,924,36,1
48,1313,0,0
11,191,13,0
6,169,14,1
20,405,52,0
11,125,6,0
11,0,0,1
13,31,5,0
9,1371,111,0
11,102,16,0
7,2809,183,0
12,221,15,1
9,949,64,0
19,101,0,0
22,399,9,1
14,448,34,0
19,559,18,1
9,1736,125,1
19,227,3,0
25,42,1,1
21,479,21,1
25,270,13,0
13,212,6,1
16,878,36,1
33,0,0,1
19,581,21,0
16,640,19,1
16,124,5,1
12,204,4,0
14,47,0,0
22,144,11,0
19,701,48,0
9,488,21,1
19,440,0,1
30,581,46,1
27,277,20,0
19,236,30,1
29,-1,40,1
26,284,18,0
22,478,15,1
19,91,3,1
8,293,24,0
12,1093,87,1
12,442,25,1
26,64,2,1
25,538,30,0
28,366,7,0
10,1054,80,1
8,136,3,1
27,176,5,1
10,296,15,0
16,184,10,1
22,138,6,1
10,192,5,0
12,342,21,1
11,1051,14,0
8,81,61,0
7,0,0,1
53,1229,197,0
14,38,0,0
13,329,4,0
16,1549,52,0
13,367,0,1
24,714,51,0
17,429,3,0
23,349,34,0
12,217,13,1
13,326,7,1
27,169,24,1
9,383,15,0
23,234,10,0
12,1513,59,1
11,1623,115,0
10,140,0,0
6,117,17,0
22,469,0,0
25,717,11,1
32,211,8,1
18,209,11,1
36,186,20,1
26,436,22,1
19,160,1,0
6,881,24,0
21,165,4,1
14,45,1,0
16,119,6,1
36,2712,92,1
8,42,0,0
7,511,50,0
12,296,11,1
38,948,75,1
9,1149,47,0
7,1480,34,0
14,515,50,0
13,890,89,1
12,530,18,1
13,789,41,1
22,1422,74,1
16,445,8,0
18,121,1,0
19,404,15,1
13,409,33,0
30,1669,126,1
11,10,0,1
14,1194,47,1
20,814,54,1
26,386,14,0
31,1,0,1
35,2036,7,0
20,681,14,0
19,92,3,0
9,79,7,0
14,16,0,1
31,829,59,0
32,126,8,0
7,891,18,0
21,1398,43,1
14,558,10,1
10,1584,162,1
18,158,10,0
19,130,0,1
6,837,25,1
19,236,15,0
14,698,32,1
15,2048,50,0
37,293,37,1
7,194,7,0
8,325,24,0
18,260,7,1
12,1001,29,1
13,544,24,0
9,228,5,0
19,951,100,1
11,543,22,0
17,131,2,1
16,225,7,0
12,747,26,0
27,176,5,0
18,1733,32,0
8,2015,79,1
6,131,2,0
34,207,22,0
38,302,11,1
23,929,44,0
10,239,13,0
13,223,22,1
13,545,43,0
19,854,48,1
38,451,55,1
11,213,15,1
39,98,8,0
11,1025,0,0
29,319,9,0
13,473,28,0
17,375,39,1
27,269,29,0
27,112,4,1
26,403,77,1
13,1459,57,0
17,7,0,1
8,1251,45,1
38,1144,56,1
53,1653,61,0
19,471,15,0
7,933,23,1
8,1972,60,0
13,733,75,1
15,35,0,0
12,798,27,0
12,584,25,1
21,65,1,1
9,671,0,0
31,956,67,0
31,480,54,0
24,386,25,1
23,178,11,0
16,1008,40,1
13,126,6,1
14,195,7,0
7,622,21,1
8,1578,58,1
12,677,68,0
12,0,0,1
17,292,12,0
11,1027,108,1
21,182,13,1
14,136,16,1
29,167,11,1
27,521,32,1
8,139,13,0
36,154,6,1
6,645,56,0
19,3128,185,0
8,435,65,0
26,77,13,1
9,267,0,0
13,252,114,1
11,1706,88,0
10,571,1,1
15,130,8,1
9,414,19,1
19,270,0,1
25,69,3,1
11,412,4,1
11,1702,77,0
15,73,2,0
10,127,6,1
21,92,7,1
19,75,5,0
11,438,33,1
7,244,8,0
22,50,2,0
11,84,6,1
26,295,13,1
19,270,12,0
27,82,17,1
8,317,2,0
26,409,36,0
18,256,28,1
25,223,26,1
8,44,2,0
26,282,47,1
17,598,9,0
7,5,0,0
13,133,1,1
9,838,59,1
25,250,0,0
14,1147,36,0
36,551,15,1
12,2522,102,0
23,287,11,0
12,192,0,1
17,252,24,1
15,326,1,1
24,1110,23,0
11,179,0,1
27,80,7,1
37,1235,20,1
13,486,31,0
13,876,22,0
37,241,7,0
34,22,3,0
21,661,38,1
16,304,42,1
25,331,43,1
7,389,21,0
12,433,24,1
22,347,16,0
13,100,0,1
23,368,20,0
24,45,0,0
18,370,22,1
26,156,8,0
20,775,46,0
19,823,11,0
18,190,7,0
19,803,0,1
22,1113,92,1
25,786,58,1
14,810,103,1
21,1048,46,1
28,453,20,1
19,114,5,0
18,1259,89,0
23,460,25,1
30,937,29,0
11,422,11,0
27,1088,17,0
17,533,47,0
7,529,31,0
7,1173,24,0
22,132,11,1
32,15,10,0
12,521,0,1
24,377,17,0
17,400,18,1
13,136,9,0
27,10,0,0
13,727,0,0
24,1773,90,1
11,41,0,1
14,1029,46,0
24,548,24,1
24,191,8,0
7,596,6,0
10,830,24,0
8,750,87,1
16,946,78,1
35,442,17,1
26,815,8,0
12,56,0,1
9,1042,6,0
14,601,18,0
15,449,22,1
19,319,23,1
25,133,4,0
13,29,0,0
31,1471,56,1
26,619,15,1
12,266,9,1
11,174,13,1
17,574,1,0
10,1183,18,1
12,71,0,1
35,2036,177,1
7,855,60,1
13,136,20,0
12,166,11,1
15,601,14,1
29,111,12,0
28,58,4,0
14,360,50,0
10,418,5,0
49,1155,55,0
7,564,57,0
11,135,2,1
11,205,26,0
11,1624,181,0
19,603,20,1
10,327,18,1
15,543,78,1
10,288,0,1
7,1422,117,1
15,0,0,1
45,202,11,0
14,107,11,0
9,979,69,0
18,1104,17,0
28,337,27,0
8,1023,36,1
9,1443,65,0
25,726,17,0
6,821,35,0
13,1156,46,0
37,292,11,0
18,79,2,1
25,109,5,0
10,0,0,1
13,98,1,1
12,449,1,1
36,15,2,1
13,132,0,1
14,967,65,1
23,922,42,1
10,191,5,0
18,633,33,0
20,147,8,0
17,2795,139,0
24,925,17,0
17,581,30,1
7,212,10,1
31,251,11,1
21,818,21,0
10,180,7,0
12,10,1,0
7,846,13,1
10,123,14,1
35,2,0,0
11,180,21,1
27,138,8,1
7,526,67,0
28,162,23,1
12,145,1,1
16,2547,103,1
12,421,2,0
20,736,14,1
12,56,7,1
27,957,68,1
20,1624,42,1
19,618,38,1
22,10,2,0
11,114,8,1
19,858,57,1
33,556,27,0
9,116,0,0
26,613,32,0
9,635,70,1
13,60,1,1
15,2080,81,0
8,881,15,0
12,116,4,1
29,493,16,0
21,384,24,0
21,566,3,0
16,691,45,1
11,2654,92,0
32,78,4,1
12,239,16,0
16,705,33,0
29,152,10,0
14,502,0,1
18,1309,21,1
17,900,42,1
9,243,17,0
16,47,1,0
11,606,19,1
12,346,18,1
26,85,5,1
12,232,11,1
21,675,26,1
34,545,13,1
37,146,6,0
26,209,7,1
15,259,2,1
25,1320,34,1
21,392,36,1
18,25,5,1
17,915,27,1
26,161,15,1
11,992,72,1
32,960,55,0
18,116,34,0
9,449,28,0
41,148,7,1
24,44,3,1
25,64,9,1
12,121,10,1
21,409,19,0
17,1614,119,1
24,200,6,1
21,191,15,1
13,208,11,1
8,1847,49,0
13,804,60,1
24,54,1,1
13,781,86,0
7,53,2,0
15,135,3,0
17,75,1,0
24,416,31,1
18,1217,23,0
12,638,47,0
22,1073,81,0
26,2730,153,0
18,829,25,0
27,937,26,1
21,202,9,1
13,240,0,0
16,35,2,1
10,723,34,0
15,260,23,0
11,1695,78,1
35,249,19,0
14,710,0,0
8,1405,100,1
12,882,16,0
9,432,26,1
11,433,27,1
29,283,39,0
11,143,13,0
11,400,16,1
11,942,39,1
10,477,16,0
18,643,22,0
8,924,68,1
25,223,8,0
15,56,22,1
8,1070,42,0
17,54,6,1
19,32,7,1
19,537,29,0
16,84,7,0
11,988,41,1
38,557,13,0
19,312,10,0
48,1149,72,0
13,716,78,1
29,1516,40,0
16,795,72,0
19,301,7,1
7,294,9,0
11,4,0,0
10,117,6,1
10,847,0,1
14,83,16,1
14,537,40,0
35,592,51,1
15,416,0,1
11,343,36,1
38,1329,49,1
15,558,1,1
14,997,16,0
35,214,8,1
14,4,0,1
40,265,5,0
36,281,15,0
29,699,19,1
15,777,0,0
31,343,22,0
17,1043,49,1
13,110,42,0
9,115,16,0
8,391,16,1
22,116,1,0
10,560,72,0
13,49,17,1
23,16,4,1
11,57,2,1
10,843,53,0
19,218,37,1
15,593,0,0
31,72,8,1
22,401,16,1
10,151,4,0
15,173,9,0
12,517,29,0
11,364,19,1
22,0,0,1
12,231,13,1
22,11,5,0
11,869,34,1
30,269,21,0
24,900,42,0
15,75,6,1
8,220,13,0
9,111,3,1
12,227,7,1
14,421,25,0
23,560,41,1
39,1077,104,0
14,22,2,1
19,434,3,0
21,277,16,0
10,950,45,0
19,700,33,1
26,-1,8,0
22,215,7,0
30,1146,59,1
17,153,9,0
30,76,13,0
32,10,0,1
13,644,339,0
37,318,27,0
39,281,0,0
13,216,15,0
7,950,56,1
11,9,1,1
13,374,36,1
29,627,14,0
14,609,43,0
25,442,25,1
17,67,6,1
27,1582,155,0
16,96,6,1
14,96,16,1
25,4,2,1
12,246,15,1
9,609,0,0
14,349,18,1
21,227,20,1
7,427,35,1
31,6,1,1
26,317,20,1
18,30,7,1
10,107,8,0
9,0,0,0
15,3496,138,1
13,122,11,1
7,1298,95,1
27,38,4,0
31,437,16,0
14,275,13,0
12,547,38,0
29,2140,66,0
6,346,3,1
18,432,22,1
11,197,4,1
34,883,17,0
13,511,38,1
25,98,5,0
19,351,14,1
21,419,7,1
31,183,9,0
33,863,31,1
33,119,4,1
23,111,12,0
23,130,6,1
8,113,4,0
30,413,44,0
7,476,27,0
7,607,13,1
32,283,23,1
17,141,10,0
12,61,4,1
10,988,69,0
17,136,42,1
10,913,33,0
17,585,33,1
17,1036,41,1
27,1163,62,0
41,534,36,0
13,553,14,0
13,326,9,0
7,788,30,1
27,28,1,1
7,761,46,1
11,115,12,1
33,97,6,1
11,1595,81,1
9,2654,92,0
9,433,7,0
41,3,0,1
20,1782,47,0
18,1363,69,0
21,381,13,0
20,366,14,1
29,-1,0,1
11,965,68,0
10,1422,58,1
23,480,25,0
14,492,0,1
16,996,66,1
10,213,3,0
7,222,4,0
22,583,41,0
24,546,39,1
41,0,0,1
53,17,3,0
53,0,0,0
11,337,0,1
34,445,25,1
22,1272,84,0
9,450,10,1
17,117,6,0
6,675,25,0
19,263,23,0
11,575,11,1
21,1562,119,1
11,156,13,1
24,11,0,0
25,909,29,0
24,719,25,1
33,432,7,1
14,640,0,1
10,844,18,0
7,90,1,1
14,251,5,1
16,322,25,0
21,711,98,0
11,172,0,1
6,312,41,0
28,122,12,0
13,479,26,0
12,421,10,1
23,250,5,1
19,264,116,1
30,440,14,1
10,197,14,0
21,362,34,1
19,999,41,0
18,210,8,0
12,0,0,1
31,991,93,1
19,243,7,0
18,339,29,1
37,12,0,1
19,1219,67,1
41,70,6,1
14,352,12,0
12,552,11,1
24,1328,124,0
11,657,21,1
25,22,0,0
9,1278,83,0
16,590,15,0
14,977,36,1
23,118,8,0
9,6,0,1
16,1127,98,0
9,0,0,1
22,415,13,1
15,34,0,0
12,47,2,1
18,817,32,1
9,95,2,0
16,125,6,1
16,55,2,1
10,599,14,1
17,303,9,0
11,481,27,1
12,167,10,1
17,121,7,0
18,94,1,1
13,92,13,1
18,828,49,0
24,309,5,0
23,113,7,1
20,1913,57,0
11,877,29,1
13,451,30,1
44,102,13,1
11,6,0,1
10,788,3,0
33,715,29,0
8,12,1,0
14,113,16,0
18,741,44,0
7,754,53,1
33,704,22,1
16,600,14,0
34,1159,24,0
21,7,0,1
18,166,8,0
16,120,8,1
11,273,9,1
17,43,5,0
11,2981,50,0
13,2312,165,0
7,3,0,0
26,218,16,0
13,233,6,0
8,659,48,0
23,685,9,1
22,137,0,1
10,2533,181,0
30,371,5,0
10,629,30,0
20,159,12,0
15,66,6,0
6,5,0,1
29,906,0,1
32,800,26,1
8,314,4,1
11,364,9,0
18,12,0,1
15,212,5,1
40,38,2,0
9,98,4,0
11,166,5,1
19,584,11,0
10,188,9,0
11,789,97,1
32,2706,29,0
11,38,1,0
33,447,25,0
15,545,21,1
8,88,2,0
11,439,10,1
7,841,33,1
24,831,27,0
34,275,28,0
13,723,34,0
25,26,3,1
17,880,33,1
19,128,8,0
15,1482,55,1
7,525,16,0
12,421,62,1
13,7,2,0
11,285,7,1
18,594,36,1
13,93,1,1
22,213,18,1
16,91,1,0
13,1173,133,0
11,84,5,1
23,205,5,0
14,624,65,1
10,162,12,0
12,223,6,0
12,440,27,0
11,399,27,1
18,1381,46,1
12,156,15,1
11,456,25,1
11,1068,159,0
12,121,11,1
38,58,4,0
30,22,1,1
39,1162,35,0
25,782,60,0
20,575,62,0
12,39,1,0
7,614,18,1
9,255,6,0
10,430,78,1
14,1033,72,1
24,558,56,0
20,100,2,0
14,220,0,1
27,721,33,1
7,320,4,0
8,240,19,1
11,474,45,1
10,321,18,0
17,159,4,0
22,59,9,0
30,84,4,0
14,11,0,0
8,207,7,1
12,78,0,0
7,84,7,0
15,628,41,1
18,1069,85,0
13,612,0,0
12,0,0,1
33,1105,27,0
34,392,9,1
11,62,0,1
14,4,0,1
17,517,22,1
20,619,30,0
7,432,24,1
11,362,31,1
7,260,12,0
55,2489,146,1
32,394,47,1
29,63,1,1
20,799,62,1
21,362,11,0
21,1293,66,1
20,336,30,0
17,26,0,1
14,305,25,0
18,115,15,1
16,390,0,1
13,194,12,1
6,194,20,0
18,633,33,0
9,245,5,0
8,493,26,1
9,1543,15,1
11,389,16,0
45,16,3,1
19,34,1,1
14,254,5,1
12,290,13,0
15,242,8,0
21,14,2,1
39,769,17,0
11,400,11,1
25,135,7,0
26,42,5,0
26,0,0,1
44,14,1,0
16,50,4,1
20,1299,27,0
17,444,26,1
11,509,6,0
11,229,0,0
16,1425,89,0
19,578,11,0
20,12,1,1
7,1566,57,1
10,293,0,1
9,933,26,1
31,46,2,1
22,474,31,0
18,357,37,0
15,1042,41,0
11,195,20,0
25,94,7,0
47,1682,62,0
41,6,0,1
9,67,5,1
21,95,5,1
11,571,0,0
11,198,16,0
16,2841,244,0
8,2078,186,1
21,372,43,1
31,382,11,0
9,203,8,0
19,501,45,0
45,1617,84,0
11,677,50,1
7,994,13,0
31,17,1,1
19,881,58,1
15,50,5,1
16,435,20,1
15,151,10,1
23,241,14,1
10,153,11,0
11,1174,0,0
35,93,6,1
12,774,51,1
15,535,0,1
20,264,15,1
11,19,0,1
24,605,47,1
32,817,33,1
22,831,18,1
7,868,38,1
12,100,1,0
15,490,30,0
16,449,27,0
10,736,21,0
19,325,30,1
11,552,22,0
30,368,11,0
9,843,153,0
24,210,24,1
8,247,19,0
34,604,14,1
16,298,9,0
42,311,33,1
15,1239,91,0
25,0,0,1
9,202,16,0
11,0,0,0
10,426,9,1
13,314,15,0
9,524,55,0
19,702,48,0
23,144,12,1
11,287,0,0
14,73,1,1
22,493,17,0
25,233,19,1
11,343,13,1
15,204,19,1
12,126,6,1
26,187,26,0
14,1161,0,1
19,12,1,1
12,466,13,0
31,142,5,0
